id,dataset,weight,height,sex
ID1617,training,64.7,135.8,0
ID1618,training,65.7,146.5,0
ID1619,training,69.2,187.6,1
ID1620,training,64.8,142.1,0
ID1621,training,70.6,181.2,1
ID1622,training,66.5,164.9,0
ID1623,training,66.1,151,0
ID1624,training,66.2,169.1,0
ID1625,training,69.8,182.8,1
ID1626,training,65.9,183.9,1
ID1627,training,70.9,186.3,1
ID1628,training,61.4,127.8,0
ID1629,training,62.4,141.9,0
ID1630,training,67.6,158.6,1
ID1631,training,68.2,161,0
ID1632,training,61.1,135,0
ID1633,training,62.6,129.6,0
ID1634,training,69.6,187.2,1
ID1635,training,65.9,169.6,1
ID1636,training,66.3,166.1,1
ID1637,training,66,165.2,1
ID1638,training,68.8,174.6,1
ID1639,training,66.8,141.7,1
ID1640,training,67.5,189,1
ID1641,training,65.7,178.1,1
ID1642,training,70.6,185.2,1
ID1643,training,71.1,184.3,1
ID1644,training,65.9,149.1,0
ID1645,training,63,126.8,0
ID1646,training,67.3,163.4,1
ID1647,training,63.7,127.9,0
ID1648,training,63.2,140.7,0
ID1649,training,69.1,189.2,1
ID1650,training,63.5,129.3,0
ID1651,training,69.8,181.6,1
ID1652,training,64.2,141,0
ID1653,training,67.5,183.7,0
ID1654,training,67.9,175.5,1
ID1655,training,66.7,184.5,1
ID1656,training,69.4,171.3,1
ID1657,training,68,158.6,0
ID1658,training,66,183.5,1
ID1659,training,63.3,138.7,0
ID1660,training,67.4,158.4,1
ID1661,training,66.1,152.4,0
ID1662,training,72.7,181.3,1
ID1663,training,64.7,131.7,0
ID1664,training,70.8,188.8,1
ID1665,training,65.9,181.1,1
ID1666,training,63.6,131,0
ID1667,training,66.5,147.5,0
ID1668,training,64.6,163.7,1
ID1669,training,66,160.2,1
ID1670,training,65.4,169.4,1
ID1671,training,62,134.4,0
ID1672,training,68,186.1,1
ID1673,training,67.1,183,1
ID1674,training,63.1,149,0
ID1675,training,67.7,187.4,1
ID1676,training,68.3,160,1
ID1677,training,60.8,125.9,0
ID1678,training,66.4,175.7,1
ID1679,training,64,148.4,0
ID1680,training,66.3,167.2,1
ID1681,training,65,157.8,0
ID1682,training,65.7,137.8,0
ID1683,training,67.4,157.9,0
ID1684,training,68.5,169.5,1
ID1685,training,67.2,174.6,1
ID1686,training,61.5,131.7,0
ID1687,training,63.4,134.8,0
ID1688,training,62.9,146.2,0
ID1689,training,65,142.4,0
ID1690,training,64.5,156.3,0
ID1691,training,63.2,138,0
ID1692,training,68.1,186.6,1
ID1693,training,65.1,133.3,0
ID1694,training,66.7,168.9,0
ID1695,training,62.7,125.9,0
ID1696,training,67.3,153.5,0
ID1697,training,65.6,138.3,0
ID1698,training,62.8,125.8,0
ID1699,training,69.7,188.2,1
ID1700,training,66.1,186.8,1
ID1701,training,65,151.4,1
ID1702,training,67.6,166,1
ID1703,training,70,184.4,1
ID1704,training,70.4,185.2,1
ID1705,training,65.7,131.3,0
ID1706,training,69.1,188.5,1
ID1707,training,67.3,166.6,1
ID1708,training,64,159.7,0
ID1709,training,64.4,125.5,0
ID1710,training,64.6,138.1,0
ID1711,training,69.1,189,1
ID1712,training,66.8,144.8,0
ID1713,training,66,158.9,0
ID1714,training,69,159.1,0
ID1715,training,67.1,147.5,1
ID1716,training,67.9,174.1,1
ID1717,training,63.9,150,0
ID1718,training,63.6,129.1,0
ID1719,training,67.9,176.6,1
ID1720,training,67.2,154.7,0
ID1721,training,64.6,151.3,0
ID1722,training,68.9,187.4,1
ID1723,training,66.8,149,0
ID1724,training,69.2,188.4,1
ID1725,training,62.8,131.9,0
ID1726,training,60.4,136.6,0
ID1727,training,61.2,127.8,0
ID1728,training,65,165.1,1
ID1729,training,71.5,179.4,1
ID1730,training,63.7,140,0
ID1731,training,66.5,157.9,0
ID1732,training,67.7,178.9,1
ID1733,training,64.2,153.1,1
ID1734,training,69,181.4,1
ID1735,training,63.2,131.8,0
ID1736,training,66.3,139.8,0
ID1737,training,62.8,128.2,0
ID1738,training,66.9,171.7,1
ID1739,training,67.2,160.9,0
ID1740,training,63.3,137.3,0
ID1741,training,64,130.6,0
ID1742,training,64.9,141.7,0
ID1743,training,65.4,129.4,0
ID1744,training,65.7,140,0
ID1745,training,69.1,181.4,1
ID1746,training,65,153.4,0
ID1747,training,63.9,152.6,1
ID1748,training,63.4,128.8,0
ID1749,training,66.9,150.9,0
ID1750,training,62.7,147.5,0
ID1751,training,67.1,177.3,1
ID1752,training,69.9,178.4,0
ID1753,training,69.1,176.7,1
ID1754,training,68,149.7,0
ID1755,training,69,153,0
ID1756,training,69.5,188.4,1
ID1757,training,64,154.1,0
ID1758,training,67.3,187.7,1
ID1759,training,69.4,180.5,1
ID1760,training,65.2,177,1
ID1761,training,61.1,130.4,0
ID1762,training,70,178.3,1
ID1763,training,65.2,129,0
ID1764,training,69.1,179.4,1
ID1765,training,63.6,133.8,0
ID1766,training,65.7,174.8,0
ID1767,training,69.3,178.8,0
ID1768,training,65.2,158.6,1
ID1769,training,62.1,138.6,0
ID1770,training,71.2,186.6,1
ID1771,training,67.3,181.4,1
ID1772,training,64.1,133.7,0
ID1773,training,67,160.2,1
ID1774,training,66.5,172.8,1
ID1775,training,68.4,185.5,1
ID1776,training,62.1,136.8,0
ID1777,training,66.7,153.9,0
ID1778,training,68,169.4,1
ID1779,training,65.4,139.1,0
ID1780,training,63.6,137.2,0
ID1781,training,67.5,177.4,1
ID1782,training,63.5,134,0
ID1783,training,67.3,181.7,1
ID1784,training,66.3,176.3,1
ID1785,training,63.2,133.7,0
ID1786,training,68.7,184.5,1
ID1787,training,64.4,152,0
ID1788,training,65.2,142.1,0
ID1789,training,63.6,129,0
ID1790,training,65.8,154.9,1
ID1791,training,65.9,174.5,1
ID1792,training,65.7,173.9,1
ID1793,training,66.7,185.4,1
ID1794,training,65.4,142.6,1
ID1795,training,68,160.1,1
ID1796,training,61.9,128.6,0
ID1797,training,66.2,155.9,0
ID1798,training,66.5,160.1,0
ID1799,training,67.3,185.3,1
ID1800,training,63.9,133.3,0
ID1801,training,62.3,138.8,0
ID1802,training,67.2,165,1
ID1803,training,67.4,164.6,1
ID1804,training,63.4,141.9,0
ID1805,training,67.2,160.2,0
ID1806,training,64.4,137,0
ID1807,training,67.4,180.1,1
ID1808,training,62.9,135.5,0
ID1809,training,65.9,159.8,0
ID1810,training,69.3,186.2,1
ID1811,training,64.6,165.4,0
ID1812,training,62,149.2,0
ID1813,training,66.8,168.6,0
ID1814,training,69.2,174.4,1
ID1815,training,70.6,183.3,0
ID1816,training,68,170.6,1
ID1817,training,64.4,130.9,0
ID1818,training,61.9,136.5,0
ID1819,training,69.4,179.4,0
ID1820,training,63.4,129.2,0
ID1821,training,65.6,136.1,0
ID1822,training,63.9,147.7,0
ID1823,training,68.1,177.2,0
ID1824,training,67.7,162,0
ID1825,training,64.1,141.1,0
ID1826,training,62.4,132.3,0
ID1827,training,68.1,167.9,1
ID1828,training,63.9,133.3,0
ID1829,training,69.3,178.4,1
ID1830,training,67.8,173.4,0
ID1831,training,62.8,126.8,0
ID1832,training,60.9,140.8,0
ID1833,training,64,146.8,0
ID1834,training,61.7,133.2,0
ID1835,training,68.1,141.2,0
ID1836,training,68.2,176.7,1
ID1837,training,68.7,178.1,1
ID1838,training,66.7,169.2,1
ID1839,training,65.3,136.9,0
ID1840,training,64.5,133.3,0
ID1841,training,59.6,133,0
ID1842,training,68.7,188.3,1
ID1843,training,62.2,134.4,0
ID1844,training,63.9,131.4,0
ID1845,training,63.2,131.9,0
ID1846,training,65.7,137.5,0
ID1847,training,65.5,142.7,0
ID1848,training,62.3,130.4,0
ID1849,training,68,175.4,0
ID1850,training,69.4,177.7,1
ID1851,training,64.4,141.7,0
ID1852,training,67,176.2,1
ID1853,training,65.5,151.5,0
ID1854,training,62.3,126.3,0
ID1855,training,66.7,170.7,1
ID1856,training,67.4,184.7,1
ID1857,training,67.5,188.4,1
ID1858,training,67.4,163.7,0
ID1859,training,64.2,142.4,0
ID1860,training,66.9,143.2,0
ID1861,training,65.8,152.3,0
ID1862,training,63.5,156.7,1
ID1863,training,66.9,155.7,0
ID1864,training,63.9,133.1,0
ID1865,training,63.3,159.8,0
ID1866,training,64,141.5,0
ID1867,training,69,183.9,1
ID1868,training,68.9,183.4,1
ID1869,training,69.1,180.8,1
ID1870,training,70.3,183.8,1
ID1871,training,65.8,155.9,0
ID1872,training,68.3,150.5,0
ID1873,training,68.2,181.7,1
ID1874,training,66.1,159,0
ID1875,training,64,149.8,0
ID1876,training,62.4,134.8,0
ID1877,training,64.3,147.4,0
ID1878,training,66.3,179.8,1
ID1879,training,63.6,131.8,0
ID1880,training,68.8,172.1,1
ID1881,training,64.2,145.6,0
ID1882,training,64.6,141.5,0
ID1883,training,69.8,174.2,1
ID1884,training,68,162.7,0
ID1885,training,65.9,159.9,0
ID1886,training,66.4,131.3,0
ID1887,training,68.4,169.5,0
ID1888,training,64.5,153,0
ID1889,training,62.5,138.8,0
ID1890,training,67.6,149.6,1
ID1891,training,68.7,182.5,1
ID1892,training,67.9,170.9,1
ID1893,training,66.6,161,1
ID1894,training,62.3,144.2,0
ID1895,training,65.7,174.6,1
ID1896,training,68.8,185.8,1
ID1897,training,71.5,174.3,1
ID1898,training,63.2,127.9,0
ID1899,training,62.8,152.6,0
ID1900,training,64.6,137.2,0
ID1901,training,64.4,140.1,0
ID1902,training,60.6,136.9,0
ID1903,training,68.8,183.9,1
ID1904,training,65.4,156.8,1
ID1905,training,70.4,167.5,0
ID1906,training,66.5,173.4,1
ID1907,training,67.4,177.4,1
ID1908,training,64,147.4,1
ID1909,training,64.1,151.5,0
ID1910,training,63.9,149.3,1
ID1911,training,70.6,189.8,1
ID1912,training,63.5,135.8,0
ID1913,training,66.4,183.2,1
ID1914,training,64.3,148.4,0
ID1915,training,66.4,177.7,1
ID1916,training,63.6,146.6,0
ID1917,training,68.2,144.8,0
ID1918,training,68.9,167.4,1
ID1919,training,69,174.5,1
ID1920,training,69.6,167.7,0
ID1921,training,64.3,161.7,0
ID1922,training,67.5,180.9,1
ID1923,training,62,136,0
ID1924,training,63.2,162.4,1
ID1925,training,68.6,187.7,1
ID1926,training,69.6,184.2,1
ID1927,training,64.7,176.9,1
ID1928,training,66,167,1
ID1929,training,63,139.4,0
ID1930,training,62.2,137.2,0
ID1931,training,66.4,171.7,1
ID1932,training,65.1,153.9,0
ID1933,training,69.3,172.5,1
ID1934,training,61.9,126.9,0
ID1935,training,70.8,186.6,1
ID1936,training,65.7,143.9,0
ID1937,training,68.1,170.8,1
ID1938,training,59.1,129.3,0
ID1939,training,67.4,156.7,0
ID1940,training,64.1,164.5,1
ID1941,training,67.4,162.4,0
ID1942,training,62.7,126.6,0
ID1943,training,61.6,128.1,0
ID1944,training,62,131.4,0
ID1945,training,65.9,174.5,1
ID1946,training,70.2,189.9,1
ID1947,training,64.5,146.1,0
ID1948,training,67.7,179.3,1
ID1949,training,67.4,179.6,1
ID1950,training,67.5,178.4,1
ID1951,training,68.4,180.7,1
ID1952,training,66,150.6,0
ID1953,training,60.8,131.3,0
ID1954,training,65.9,159.2,0
ID1955,training,65.9,159,0
ID1956,training,67.9,170.8,1
ID1957,training,64.7,161.7,1
ID1958,training,67.7,179.1,1
ID1959,training,65.5,156.9,1
ID1960,training,69.2,173.8,1
ID1961,training,67.9,163,1
ID1962,training,64.6,133.6,0
ID1963,training,68.3,184.8,1
ID1964,training,65.6,156,0
ID1965,training,67.3,174.1,1
ID1966,training,67.6,180.9,1
ID1967,training,66.1,157.7,0
ID1968,training,66.8,152.9,0
ID1969,training,65.2,144.5,0
ID1970,training,64.9,142.3,0
ID1971,training,68.2,153.1,0
ID1972,training,66.4,135.6,0
ID1973,training,63.7,137.1,0
ID1974,training,66.7,161.7,0
ID1975,training,66.9,187.6,1
ID1976,training,65.6,159.1,0
ID1977,training,65.7,170.1,1
ID1978,training,67.9,143,0
ID1979,training,69.1,181.8,1
ID1980,training,69.3,185.6,1
ID1981,training,70.2,185.9,1
ID1982,training,66.2,187.3,1
ID1983,training,67.2,181.9,1
ID1984,training,69.8,182.5,0
ID1985,training,66.5,162.6,0
ID1986,training,65.7,168.2,1
ID1987,training,63.1,138.5,0
ID1988,training,64.2,137.8,0
ID1989,training,69.4,175.9,1
ID1990,training,64.2,147.9,0
ID1991,training,70.5,188.1,1
ID1992,training,67.8,174.1,1
ID1993,training,68.5,186.4,1
ID1994,training,64.6,156.9,1
ID1995,training,68,174.3,1
ID1996,training,66.4,169.4,1
ID1997,training,60.3,131,0
ID1998,training,63.8,134.2,0
ID1999,training,62.4,134.9,0
ID2000,training,62.7,131,0
ID2001,training,65.4,143.4,1
ID2002,training,63.8,133.6,0
ID2003,training,70.6,180.7,1
ID2004,training,64.7,143.9,0
ID2005,training,65.9,151.4,1
ID2006,training,66.9,164.7,1
ID2007,training,61.7,132.9,0
ID2008,training,65.1,153.3,1
ID2009,training,62.6,132,0
ID2010,training,61.5,126.1,0
ID2011,training,63,137.9,0
ID2012,training,66.1,162.7,0
ID2013,training,65.5,146.1,0
ID2014,training,64.1,151.6,1
ID2015,training,71.3,175.8,1
ID2016,training,64.1,150.5,0
ID2017,training,66,161.1,0
ID2018,training,70.1,184.8,1
ID2019,training,68.3,183.4,1
ID2020,training,65.3,167,1
ID2021,training,66.2,154.3,0
ID2022,training,69.5,189.7,1
ID2023,training,67.1,165.5,0
ID2024,training,67.7,178.6,1
ID2025,training,68.8,185.9,1
ID2026,training,69.6,157,0
ID2027,training,67.9,179,1
ID2028,training,66.2,128.2,0
ID2029,training,66,142.8,0
ID2030,training,67.7,167.9,1
ID2031,training,65.8,159.3,1
ID2032,training,68.9,185.8,1
ID2033,training,64.7,135,0
ID2034,training,67.2,172.5,1
ID2035,training,64.3,131.2,0
ID2036,training,66.5,165.4,1
ID2037,training,65.2,150.6,0
ID2038,training,60.3,134.7,0
ID2039,training,65.1,174.7,1
ID2040,training,68.4,184.6,1
ID2041,training,65.8,170.6,0
ID2042,training,70.3,185.7,1
ID2043,training,67.6,174.4,1
ID2044,training,71.1,188.7,1
ID2045,training,68.2,160.3,0
ID2046,training,66.5,166,1
ID2047,training,65.5,134.9,0
ID2048,training,68.6,151.8,0
ID2049,training,67.4,171.2,1
ID2050,training,70.6,188.7,1
ID2051,training,65,147.9,0
ID2052,training,69.3,178.2,1
ID2053,training,67.5,175.9,1
ID2054,training,70.3,188.9,1
ID2055,training,68.2,170.5,1
ID2056,training,68.3,178,1
ID2057,training,65.7,136.9,0
ID2058,training,70,186.5,1
ID2059,training,68.4,189,1
ID2060,training,70.4,175.7,1
ID2061,training,66.7,160.3,0
ID2062,training,66.5,162,0
ID2063,training,67.6,179.1,1
ID2064,training,68.3,178.1,1
ID2065,training,63.1,128.2,0
ID2066,training,69.2,185.4,1
ID2067,training,62.6,142.4,0
ID2068,training,66.6,156.8,0
ID2069,training,70.4,181,1
ID2070,training,63.9,128.3,0
ID2071,training,66.7,172.8,1
ID2072,training,62.3,130,0
ID2073,training,72.2,188.9,1
ID2074,training,69.5,177.3,1
ID2075,training,64.5,128.2,0
ID2076,training,63,134.7,0
ID2077,training,64.7,148,0
ID2078,training,68.5,185.5,1
ID2079,training,65.9,161.9,0
ID2080,training,69.1,189.8,1
ID2081,training,67.7,172.6,0
ID2082,training,66.8,143.8,0
ID2083,training,62.1,136.4,0
ID2084,training,64.5,138.6,0
ID2085,training,62.8,132.4,0
ID2086,training,65.1,150.1,0
ID2087,training,65.9,168.2,1
ID2088,training,63.1,134.7,0
ID2089,training,69,177,1
ID2090,training,69.6,168.7,1
ID2091,training,66.3,153.1,0
ID2092,training,63.3,134.8,0
ID2093,training,66.2,126.4,0
ID2094,training,62.7,131.7,0
ID2095,training,65.3,156.2,0
ID2096,training,68.2,178.9,1
ID2097,training,67.3,146.5,0
ID2098,training,61.9,131,0
ID2099,training,62.5,132.7,0
ID2100,training,68.6,175,0
ID2101,training,62.4,129.8,0
ID2102,training,68.3,184.8,1
ID2103,training,68.5,176.7,1
ID2104,training,68.2,175.7,1
ID2105,training,70,188.8,1
ID2106,training,66.3,152.7,0
ID2107,training,63.4,128.1,0
ID2108,training,67,168.9,1
ID2109,training,66.2,147.4,0
ID2110,training,68.4,189.6,1
ID2111,training,66.4,167.8,1
ID2112,training,69.1,176.9,1
ID2113,training,65.7,139.7,0
ID2114,training,66.1,167.5,1
ID2115,training,68.8,189.8,1
ID2116,training,66.5,151.8,0
ID2117,training,62.5,140.2,1
ID2118,training,65,156.8,0
ID2119,training,67.8,170.3,1
ID2120,training,68.9,187.6,1
ID2121,training,67.2,183.8,1
ID2122,training,65.6,143.9,0
ID2123,training,62.8,130.5,0
ID2124,training,64.2,139.6,0
ID2125,training,63.4,136.3,0
ID2126,training,64.7,146.4,0
ID2127,training,66.6,151.1,0
ID2128,training,63.1,131.8,0
ID2129,training,62.6,152.9,1
ID2130,training,65.7,135.6,0
ID2131,training,63.6,147.2,0
ID2132,training,67.1,155,0
ID2133,training,63.5,138,0
ID2134,training,65.2,151.9,1
ID2135,training,69.6,177.6,0
ID2136,training,66.3,141.3,0
ID2137,training,64.6,138.9,0
ID2138,training,65,145.7,0
ID2139,training,67.5,167.6,1
ID2140,training,65.3,168.7,1
ID2141,training,62,131,0
ID2142,training,70.4,179.4,1
ID2143,training,68,177.1,1
ID2144,training,64.3,175.7,1
ID2145,training,63.7,137.2,0
ID2146,training,61.9,132.6,0
ID2147,training,68.1,166.8,0
ID2148,training,66.4,143.9,0
ID2149,training,66.3,140.3,0
ID2150,training,64.5,169.8,1
ID2151,training,65.4,176.9,1
ID2152,training,70,185.7,1
ID2153,training,68.1,173.9,1
ID2154,training,64,132.1,0
ID2155,training,63.5,143.4,0
ID2156,training,70.9,189.7,1
ID2157,training,61.9,132.5,0
ID2158,training,63.7,148.2,0
ID2159,training,71.1,188.1,1
ID2160,training,65,154.7,0
ID2161,training,70.3,186.9,1
ID2162,training,62,126.8,0
ID2163,training,67.4,188,1
ID2164,training,67,188,1
ID2165,training,61.1,152.8,1
ID2166,training,61.9,125,0
ID2167,training,66.3,147.3,0
ID2168,training,66.9,151.5,0
ID2169,training,69,178.3,1
ID2170,training,65.5,175.8,1
ID2171,training,64.3,140.9,0
ID2172,training,66.2,149.6,0
ID2173,training,67.4,169.6,0
ID2174,training,66.3,153.8,0
ID2175,training,64.8,151.9,0
ID2176,training,66.1,153.6,0
ID2177,training,69.1,186.9,1
ID2178,training,63.8,129.6,0
ID2179,training,66.5,159.8,0
ID2180,training,66.3,180.9,1
ID2181,training,66.9,154.9,0
ID2182,training,70.7,184.5,0
ID2183,training,64.9,149.5,0
ID2184,training,69.2,175.3,1
ID2185,training,69.5,182.8,1
ID2186,training,66.8,126.4,0
ID2187,training,65.5,144.5,0
ID2188,training,67.6,186.8,1
ID2189,training,68.5,180.4,1
ID2190,training,68.4,176.4,1
ID2191,training,68.3,185.5,1
ID2192,training,67.6,168.5,1
ID2193,training,63.9,130.2,0
ID2194,training,61.5,134,0
ID2195,training,62.8,143.7,0
ID2196,training,65.8,179,1
ID2197,training,63.5,133.1,0
ID2198,training,67.9,176.9,1
ID2199,training,62.7,136.5,0
ID2200,training,65.2,153,0
ID2201,training,67.1,175.1,1
ID2202,training,65.9,159,1
ID2203,training,68.5,182.9,1
ID2204,training,63.8,167.4,1
ID2205,training,68.6,187.4,1
ID2206,training,66.3,182,1
ID2207,training,68.4,179.9,1
ID2208,training,63.9,157.4,1
ID2209,training,65,147.4,0
ID2210,training,65.7,144.1,0
ID2211,training,70.2,176.7,1
ID2212,training,68.5,183.5,1
ID2213,training,61.8,132.5,0
ID2214,training,66.7,144.4,0
ID2215,training,64.2,153.2,0
ID2216,training,63.5,127.2,0
ID2217,training,67.6,171.2,1
ID2218,training,64.9,133.2,0
ID2219,training,67.7,145.4,0
ID2220,training,68,166.3,1
ID2221,training,69.1,163.6,0
ID2222,training,68.8,181.6,1
ID2223,training,62.8,149.8,1
ID2224,training,63.6,145.5,0
ID2225,training,67.8,156,0
ID2226,training,71.1,188.8,1
ID2227,training,62.8,146.5,0
ID2228,training,64.9,153.6,0
ID2229,training,67.9,171.3,0
ID2230,training,67.7,175.2,1
ID2231,training,65.6,137,0
ID2232,training,67.2,156.2,0
ID2233,training,70.5,183.8,1
ID2234,training,64.3,140.2,0
ID2235,training,67.8,162.2,0
ID2236,training,67.5,181.9,1
ID2237,training,64.3,156.8,0
ID2238,training,68.4,169.6,1
ID2239,training,62,127.3,0
ID2240,training,61.3,139.8,0
ID2241,training,68.3,186.1,1
ID2242,training,66.3,160.5,0
ID2243,training,68.3,168.4,0
ID2244,training,67.2,157,0
ID2245,training,67.6,167.6,1
ID2246,training,66.1,153.1,1
ID2247,training,62.1,132.8,0
ID2248,training,65.8,156.8,0
ID2249,training,67.4,170.5,1
ID2250,training,67,171.3,1
ID2251,training,66.8,161,0
ID2252,training,64.9,135,0
ID2253,training,67.9,170.4,1
ID2254,training,63.5,150.3,1
ID2255,training,68.1,178.5,1
ID2256,training,67.6,152,0
ID2257,training,70.4,186.8,1
ID2258,training,63.4,149.1,0
ID2259,training,69,180.7,1
ID2260,training,67.6,157.8,0
ID2261,training,64.2,174.9,1
ID2262,training,66.6,179.2,1
ID2263,training,65.7,166.4,1
ID2264,training,66.9,140.3,0
ID2265,training,64.2,133.1,0
ID2266,training,68.1,189.3,1
ID2267,training,67.5,138.5,0
ID2268,training,62.7,143.8,0
ID2269,training,64.5,130.7,0
ID2270,training,68.7,170.4,1
ID2271,training,68.7,186.8,1
ID2272,training,67.7,168.9,1
ID2273,training,67.5,174.4,1
ID2274,training,67.8,169,1
ID2275,training,66.1,166.4,1
ID2276,training,68.6,181.2,1
ID2277,training,67.1,160.1,1
ID2278,training,71.1,181,1
ID2279,training,68.4,187.9,1
ID2280,training,67.5,158.3,0
ID2281,training,62.1,129,0
ID2282,training,67.2,168.3,1
ID2283,training,66.3,161.3,0
ID2284,training,64.6,153.3,1
ID2285,training,67,156.5,1
ID2286,training,66.2,140.8,0
ID2287,training,61.3,131.5,0
ID2288,training,69.9,187.4,1
ID2289,training,65.3,141.6,0
ID2290,training,65.9,153.5,0
ID2291,training,65.6,162.5,1
ID2292,training,64.4,142.2,0
ID2293,training,63.8,131.2,0
ID2294,training,65.3,127,0
ID2295,training,64.7,157,1
ID2296,training,69.7,187.6,1
ID2297,training,70.4,188.2,1
ID2298,training,70.3,176,1
ID2299,training,63.2,134.9,0
ID2300,training,67,166.6,1
ID2301,training,66.7,169.3,1
ID2302,training,62.1,138.3,0
ID2303,training,70.7,187.4,1
ID2304,training,63.8,128.3,0
ID2305,training,62.4,129.6,0
ID2306,training,69.1,184.1,1
ID2307,training,64.5,166.7,1
ID2308,training,63.9,169.1,0
ID2309,training,64.7,149,0
ID2310,training,64.2,148.3,0
ID2311,training,62.8,137.9,0
ID2312,training,67.1,167.9,1
ID2313,training,62.3,148,0
ID2314,training,61.8,137.3,0
ID2315,training,67.3,182.4,1
ID2316,training,67.6,166.3,1
ID2317,training,66.9,141.3,0
ID2318,training,68.5,164.5,1
ID2319,training,64.9,146.6,0
ID2320,training,66,149.9,0
ID2321,training,62.6,142.6,0
ID2322,training,62.9,129.9,0
ID2323,training,63.6,136.6,0
ID2324,training,67.8,179.9,1
ID2325,training,68.8,171.9,1
ID2326,training,67.2,154.2,0
ID2327,training,64.9,134.3,0
ID2328,training,64.9,152.9,0
ID2329,training,60.1,139.1,0
ID2330,training,72.3,189.2,1
ID2331,training,63.4,132,0
ID2332,training,69.4,187.6,1
ID2333,training,67.3,179,1
ID2334,training,63.6,168.4,0
ID2335,training,64.8,150.6,0
ID2336,training,60.9,131.7,0
ID2337,training,66.2,170.4,1
ID2338,training,66.1,164.5,1
ID2339,training,60.4,135.6,0
ID2340,training,68.5,176.2,0
ID2341,training,69.6,183.8,1
ID2342,training,68.3,182.2,1
ID2343,training,69.6,159.9,0
ID2344,training,64.1,159.6,1
ID2345,training,67.1,133.2,0
ID2346,training,66,159.1,0
ID2347,training,65.6,136.4,0
ID2348,training,63.9,140.7,0
ID2349,training,64.2,151.3,0
ID2350,training,68.3,177.6,1
ID2351,training,68,179.4,1
ID2352,training,65.9,125.5,0
ID2353,training,67,182.7,1
ID2354,training,65.3,156.6,1
ID2355,training,70,187.7,1
ID2356,training,63.8,166.5,1
ID2357,training,66.1,144.6,0
ID2358,training,71,183.7,1
ID2359,training,66,135.7,0
ID2360,training,66.8,147.7,0
ID2361,training,67.8,178.8,1
ID2362,training,62.6,153.6,0
ID2363,training,64.3,138.7,0
ID2364,training,66.4,156.9,0
ID2365,training,67.8,172.6,1
ID2366,training,67.5,157.7,0
ID2367,training,68.3,178.7,1
ID2368,training,68.2,174.7,1
ID2369,training,60.9,152.3,1
ID2370,training,67.8,187.3,1
ID2371,training,68.1,183,1
ID2372,training,68.3,177.1,0
ID2373,training,67.8,179.9,1
ID2374,training,64.1,157.6,0
ID2375,training,70.7,182,1
ID2376,training,63.7,149.9,0
ID2377,training,64.8,138.8,0
ID2378,training,67.4,183.5,1
ID2379,training,69.4,172.3,1
ID2380,training,66.9,175.9,1
ID2381,training,62.8,129.8,0
ID2382,training,68.7,163.9,0
ID2383,training,67.3,165,0
ID2384,training,68.2,158.3,0
ID2385,training,64.7,142,0
ID2386,training,67.1,163.8,1
ID2387,training,63.4,132.4,0
ID2388,training,63.9,140.6,0
ID2389,training,65.1,153.4,0
ID2390,training,64.5,144.6,0
ID2391,training,70.3,187.3,1
ID2392,training,70.4,174.6,0
ID2393,training,64,139.7,0
ID2394,training,66.5,148.5,0
ID2395,training,65.2,125.2,0
ID2396,training,62.5,128.7,0
ID2397,training,67.6,177.4,1
ID2398,training,65.9,135.9,0
ID2399,training,69,182.3,1
ID2400,training,64.3,138.8,0
ID2401,training,63.7,137.9,0
ID2402,training,63.7,159.6,1
ID2403,training,63,134,0
ID2404,training,66.5,168.9,1
ID2405,training,67.9,188.6,1
ID2406,training,66.6,156.4,0
ID2407,training,68.1,161.6,0
ID2408,training,65.1,177.7,1
ID2409,training,68.7,184.3,1
ID2410,training,67,169.4,1
ID2411,training,69.4,180.2,1
ID2412,training,64.7,141.9,0
ID2413,training,69.1,174.7,0
ID2414,training,67.5,169.3,0
ID2415,training,71.4,175,0
ID2416,training,62.2,132,0
ID2417,training,66.4,172,1
ID2418,training,62.6,132.2,0
ID2419,training,64.7,151.5,0
ID2420,training,69.5,183.1,1
ID2421,training,61.7,128.8,0
ID2422,training,66.5,166.7,1
ID2423,training,68.3,165.8,0
ID2424,training,63.8,149.3,0
ID2425,training,67.3,154.6,0
ID2426,training,66.4,162,0
ID2427,training,64.6,138.1,0
ID2428,training,66.9,173.5,1
ID2429,training,66.6,171.5,1
ID2430,training,64.9,145.8,1
ID2431,training,62,133.4,0
ID2432,training,64.1,134.5,0
ID2433,training,66.8,180.7,1
ID2434,training,67.1,178.5,1
ID2435,training,63.1,127.7,0
ID2436,training,66.3,168.1,0
ID2437,training,65.4,165.8,1
ID2438,training,64.1,147.2,1
ID2439,training,70.3,186.1,1
ID2440,training,65.2,151.6,0
ID2441,training,70,181.3,1
ID2442,training,68.4,185.8,1
ID2443,training,63.6,137.9,0
ID2444,training,63.1,141.9,0
ID2445,training,67.5,157.3,0
ID2446,training,68.6,153.3,0
ID2447,training,66.2,154.5,0
ID2448,training,64.8,182.6,1
ID2449,training,65.8,161.8,0
ID2450,training,66.6,141.2,0
ID2451,training,63,135.6,1
ID2452,training,68.3,171.9,0
ID2453,training,63.6,137.5,0
ID2454,training,64.7,148.9,0
ID2455,training,68,185.4,1
ID2456,training,66.6,160.1,0
ID2457,training,66.9,180.3,1
ID2458,training,67,180.6,1
ID2459,training,66.9,175,1
